  Matnum      sand     silt    clay     bd     om   TH33       TH1500 
 1	 0.850	 0.090	 0.060	 1.418	 0.015	 0.162	  -1.000	 'm'
 2	 0.870	 0.070	 0.060	 1.412	 0.007	 0.148	  -1.000	 'm'
 3	 0.850	 0.090	 0.060	 1.393	 0.003	 0.137	  -1.000	 'm'
