dummy,climateID,weatherID,jday,date,hour,Srad,wind,RH,rain,tmax,tmin,temperature,CO2
PF,PF_NE2022,PF_NE2022,94,4/4/2022,23,0,,,0,,,11.94,
PF,PF_NE2022,PF_NE2022,95,4/5/2022,0,0,,,0,,,11.54,
PF,PF_NE2022,PF_NE2022,95,4/5/2022,1,0,,,0,,,10.8,
PF,PF_NE2022,PF_NE2022,95,4/5/2022,2,0,,,0,,,10.05,
PF,PF_NE2022,PF_NE2022,95,4/5/2022,3,0,,,0,,,9.31,
PF,PF_NE2022,PF_NE2022,95,4/5/2022,4,0,,,0,,,8.81,
PF,PF_NE2022,PF_NE2022,95,4/5/2022,5,0,,,0,,,8.31,
PF,PF_NE2022,PF_NE2022,95,4/5/2022,6,0,,,0,,,7.81,
PF,PF_NE2022,PF_NE2022,95,4/5/2022,7,0.2668608,,,0,,,9.44,
PF,PF_NE2022,PF_NE2022,95,4/5/2022,8,0.7449408,,,0,,,11.06,
PF,PF_NE2022,PF_NE2022,95,4/5/2022,9,1.2566232,,,0,,,12.69,
PF,PF_NE2022,PF_NE2022,95,4/5/2022,10,1.7420472,,,0,,,14.3,
PF,PF_NE2022,PF_NE2022,95,4/5/2022,11,2.1597552,,,0,,,15.91,
PF,PF_NE2022,PF_NE2022,95,4/5/2022,12,2.2330584,,,0,,,17.52,
PF,PF_NE2022,PF_NE2022,95,4/5/2022,13,2.2218912,,,0,,,16.48,
PF,PF_NE2022,PF_NE2022,95,4/5/2022,14,2.1186,,,0,,,15.44,
PF,PF_NE2022,PF_NE2022,95,4/5/2022,15,2.4000732,,,0,,,14.41,
PF,PF_NE2022,PF_NE2022,95,4/5/2022,16,1.8884448,,,0,,,13.33,
PF,PF_NE2022,PF_NE2022,95,4/5/2022,17,1.261728,,,0,,,12.26,
PF,PF_NE2022,PF_NE2022,95,4/5/2022,18,0.5225184,,,0,,,11.18,
PF,PF_NE2022,PF_NE2022,95,4/5/2022,19,0.0658944,,,0,,,9.42,
PF,PF_NE2022,PF_NE2022,95,4/5/2022,20,0,,,0,,,7.67,
PF,PF_NE2022,PF_NE2022,95,4/5/2022,21,0,,,0,,,5.91,
PF,PF_NE2022,PF_NE2022,95,4/5/2022,22,0,,,0,,,5.4,
PF,PF_NE2022,PF_NE2022,95,4/5/2022,23,0,,,0,,,4.9,
PF,PF_NE2022,PF_NE2022,96,4/6/2022,0,0,,,0,,,4.4,
PF,PF_NE2022,PF_NE2022,96,4/6/2022,1,0,,,0,,,3.79,
PF,PF_NE2022,PF_NE2022,96,4/6/2022,2,0,,,0,,,3.17,
PF,PF_NE2022,PF_NE2022,96,4/6/2022,3,0,,,0,,,2.55,
PF,PF_NE2022,PF_NE2022,96,4/6/2022,4,0,,,0,,,2.32,
PF,PF_NE2022,PF_NE2022,96,4/6/2022,5,0,,,0,,,2.08,
PF,PF_NE2022,PF_NE2022,96,4/6/2022,6,0,,,0,,,1.84,
PF,PF_NE2022,PF_NE2022,96,4/6/2022,7,0.3514752,,,0,,,3.55,
PF,PF_NE2022,PF_NE2022,96,4/6/2022,8,0.951084,,,0,,,5.25004,
PF,PF_NE2022,PF_NE2022,96,4/6/2022,9,1.2112344,,,0,,,6.96004,
PF,PF_NE2022,PF_NE2022,96,4/6/2022,10,1.6743204,,,0,,,8.01,
PF,PF_NE2022,PF_NE2022,96,4/6/2022,11,2.072682,,,0,,,9.06004,
PF,PF_NE2022,PF_NE2022,96,4/6/2022,12,1.9214244,,,0,,,10.1,
PF,PF_NE2022,PF_NE2022,96,4/6/2022,13,1.911006,,,0,,,10.3,
PF,PF_NE2022,PF_NE2022,96,4/6/2022,14,1.8220752,,,0,,,10.51,
PF,PF_NE2022,PF_NE2022,96,4/6/2022,15,1.6588476,,,0,,,10.71,
PF,PF_NE2022,PF_NE2022,96,4/6/2022,16,1.3063644,,,0,,,10.26,
PF,PF_NE2022,PF_NE2022,96,4/6/2022,17,0.8747136,,,0,,,9.81,
PF,PF_NE2022,PF_NE2022,96,4/6/2022,18,0.4331808,,,0,,,9.35,
PF,PF_NE2022,PF_NE2022,96,4/6/2022,19,0.0602496,,,0,,,8.58004,
PF,PF_NE2022,PF_NE2022,96,4/6/2022,20,0,,,0,,,7.81,
PF,PF_NE2022,PF_NE2022,96,4/6/2022,21,0,,,0,,,7.04,
PF,PF_NE2022,PF_NE2022,96,4/6/2022,22,0,,,0,,,6.86,
PF,PF_NE2022,PF_NE2022,96,4/6/2022,23,0,,,0,,,6.68,
PF,PF_NE2022,PF_NE2022,97,4/7/2022,0,0,,,0,,,6.49,
PF,PF_NE2022,PF_NE2022,97,4/7/2022,1,0,,,0,,,6.17,
PF,PF_NE2022,PF_NE2022,97,4/7/2022,2,0,,,0,,,5.84,
PF,PF_NE2022,PF_NE2022,97,4/7/2022,3,0,,,0,,,5.51,
PF,PF_NE2022,PF_NE2022,97,4/7/2022,4,0,,,0,,,5.19,
PF,PF_NE2022,PF_NE2022,97,4/7/2022,5,0,,,0,,,4.87,
PF,PF_NE2022,PF_NE2022,97,4/7/2022,6,0,,,0,,,4.56,
PF,PF_NE2022,PF_NE2022,97,4/7/2022,7,0.3426048,,,0,,,5.23,
PF,PF_NE2022,PF_NE2022,97,4/7/2022,8,0.9003564,,,0,,,5.91,
PF,PF_NE2022,PF_NE2022,97,4/7/2022,9,1.51065,,,0,,,6.59,
PF,PF_NE2022,PF_NE2022,97,4/7/2022,10,2.0824632,,,0,,,7.54,
PF,PF_NE2022,PF_NE2022,97,4/7/2022,11,2.5741188,,,0,,,8.49,
PF,PF_NE2022,PF_NE2022,97,4/7/2022,12,2.8734048,,,0,,,9.44,
PF,PF_NE2022,PF_NE2022,97,4/7/2022,13,2.8566936,,,0,,,10.16,
